Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,TyreLife,TrackStatus,EventName,SessionName,Year
VER,Red Bull Racing,24.0,0 days 00:01:35.289000,0 days 00:00:30.548000,0 days 00:00:41.257000,0 days 00:00:23.484000,2.0,HARD,7.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,25.0,0 days 00:01:35.342000,0 days 00:00:30.518000,0 days 00:00:41.282000,0 days 00:00:23.542000,2.0,HARD,8.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,26.0,0 days 00:01:35.223000,0 days 00:00:30.522000,0 days 00:00:41.140000,0 days 00:00:23.561000,2.0,HARD,9.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,27.0,0 days 00:01:35.581000,0 days 00:00:30.649000,0 days 00:00:41.338000,0 days 00:00:23.594000,2.0,HARD,10.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,28.0,0 days 00:01:35.477000,0 days 00:00:30.588000,0 days 00:00:41.272000,0 days 00:00:23.617000,2.0,HARD,11.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,29.0,0 days 00:01:35.793000,0 days 00:00:30.679000,0 days 00:00:41.485000,0 days 00:00:23.629000,2.0,HARD,12.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,30.0,0 days 00:01:35.771000,0 days 00:00:30.657000,0 days 00:00:41.470000,0 days 00:00:23.644000,2.0,HARD,13.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,31.0,0 days 00:01:35.679000,0 days 00:00:30.635000,0 days 00:00:41.435000,0 days 00:00:23.609000,2.0,HARD,14.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,32.0,0 days 00:01:35.886000,0 days 00:00:30.669000,0 days 00:00:41.519000,0 days 00:00:23.698000,2.0,HARD,15.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,33.0,0 days 00:01:35.863000,0 days 00:00:30.690000,0 days 00:00:41.459000,0 days 00:00:23.714000,2.0,HARD,16.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,34.0,0 days 00:01:36.133000,0 days 00:00:30.685000,0 days 00:00:41.661000,0 days 00:00:23.787000,2.0,HARD,17.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,35.0,0 days 00:01:36.018000,0 days 00:00:30.727000,0 days 00:00:41.557000,0 days 00:00:23.734000,2.0,HARD,18.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,36.0,0 days 00:01:36.205000,0 days 00:00:30.794000,0 days 00:00:41.561000,0 days 00:00:23.850000,2.0,HARD,19.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,37.0,0 days 00:01:39.234000,0 days 00:00:30.877000,0 days 00:00:41.634000,0 days 00:00:26.723000,2.0,HARD,20.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,38.0,0 days 00:01:56.445000,0 days 00:00:51.526000,0 days 00:00:41.562000,0 days 00:00:23.357000,3.0,SOFT,1.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,39.0,0 days 00:01:32.608000,0 days 00:00:29.741000,0 days 00:00:39.916000,0 days 00:00:22.951000,3.0,SOFT,2.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,40.0,0 days 00:01:36.589000,0 days 00:00:31.014000,0 days 00:00:42.023000,0 days 00:00:23.552000,3.0,SOFT,3.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,41.0,0 days 00:01:35.290000,0 days 00:00:30.697000,0 days 00:00:41.281000,0 days 00:00:23.312000,3.0,SOFT,4.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,42.0,0 days 00:01:34.667000,0 days 00:00:30.477000,0 days 00:00:40.996000,0 days 00:00:23.194000,3.0,SOFT,5.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,43.0,0 days 00:01:34.151000,0 days 00:00:30.132000,0 days 00:00:40.772000,0 days 00:00:23.247000,3.0,SOFT,6.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,44.0,0 days 00:01:34.531000,0 days 00:00:30.348000,0 days 00:00:40.805000,0 days 00:00:23.378000,3.0,SOFT,7.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,45.0,0 days 00:01:34.249000,0 days 00:00:30.180000,0 days 00:00:40.825000,0 days 00:00:23.244000,3.0,SOFT,8.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,46.0,0 days 00:01:34.193000,0 days 00:00:30.301000,0 days 00:00:40.682000,0 days 00:00:23.210000,3.0,SOFT,9.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,47.0,0 days 00:01:34.239000,0 days 00:00:30.267000,0 days 00:00:40.704000,0 days 00:00:23.268000,3.0,SOFT,10.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,48.0,0 days 00:01:34.350000,0 days 00:00:30.245000,0 days 00:00:40.738000,0 days 00:00:23.367000,3.0,SOFT,11.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,49.0,0 days 00:01:34.403000,0 days 00:00:30.246000,0 days 00:00:40.804000,0 days 00:00:23.353000,3.0,SOFT,12.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,50.0,0 days 00:01:34.783000,0 days 00:00:30.229000,0 days 00:00:40.928000,0 days 00:00:23.626000,3.0,SOFT,13.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,51.0,0 days 00:01:34.340000,0 days 00:00:30.003000,0 days 00:00:40.834000,0 days 00:00:23.503000,3.0,SOFT,14.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,52.0,0 days 00:01:34.906000,0 days 00:00:30.333000,0 days 00:00:40.919000,0 days 00:00:23.654000,3.0,SOFT,15.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,53.0,0 days 00:01:35.600000,0 days 00:00:30.528000,0 days 00:00:41.382000,0 days 00:00:23.690000,3.0,SOFT,16.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,54.0,0 days 00:01:35.334000,0 days 00:00:30.427000,0 days 00:00:41.227000,0 days 00:00:23.680000,3.0,SOFT,17.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,55.0,0 days 00:01:35.184000,0 days 00:00:30.493000,0 days 00:00:41.220000,0 days 00:00:23.471000,3.0,SOFT,18.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,56.0,0 days 00:01:34.671000,0 days 00:00:30.256000,0 days 00:00:40.870000,0 days 00:00:23.545000,3.0,SOFT,19.0,1,Bahrain Grand Prix,R,2024
VER,Red Bull Racing,57.0,0 days 00:01:34.923000,0 days 00:00:30.384000,0 days 00:00:40.910000,0 days 00:00:23.629000,3.0,SOFT,20.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,1.0,,,0 days 00:00:41.549000,0 days 00:00:23.635000,1.0,SOFT,4.0,12,Bahrain Grand Prix,R,2024
LEC,Ferrari,2.0,0 days 00:01:36.862000,0 days 00:00:31.166000,0 days 00:00:41.864000,0 days 00:00:23.832000,1.0,SOFT,5.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,3.0,0 days 00:01:38.062000,0 days 00:00:31.223000,0 days 00:00:42.856000,0 days 00:00:23.983000,1.0,SOFT,6.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,4.0,0 days 00:01:37.752000,0 days 00:00:30.958000,0 days 00:00:42.784000,0 days 00:00:24.010000,1.0,SOFT,7.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,5.0,0 days 00:01:38.131000,0 days 00:00:31.192000,0 days 00:00:42.872000,0 days 00:00:24.067000,1.0,SOFT,8.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,6.0,0 days 00:01:37.782000,0 days 00:00:30.936000,0 days 00:00:42.751000,0 days 00:00:24.095000,1.0,SOFT,9.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,7.0,0 days 00:01:38.957000,0 days 00:00:31.008000,0 days 00:00:43.761000,0 days 00:00:24.188000,1.0,SOFT,10.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,8.0,0 days 00:01:38.136000,0 days 00:00:31.200000,0 days 00:00:42.753000,0 days 00:00:24.183000,1.0,SOFT,11.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,9.0,0 days 00:01:37.844000,0 days 00:00:31.147000,0 days 00:00:42.533000,0 days 00:00:24.164000,1.0,SOFT,12.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,10.0,0 days 00:01:37.884000,0 days 00:00:30.988000,0 days 00:00:42.534000,0 days 00:00:24.362000,1.0,SOFT,13.0,12,Bahrain Grand Prix,R,2024
LEC,Ferrari,11.0,0 days 00:01:41.737000,0 days 00:00:32.241000,0 days 00:00:42.647000,0 days 00:00:26.849000,1.0,SOFT,14.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,12.0,0 days 00:01:57.471000,0 days 00:00:51.178000,0 days 00:00:42.371000,0 days 00:00:23.922000,2.0,HARD,1.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,13.0,0 days 00:01:36.432000,0 days 00:00:30.580000,0 days 00:00:42.173000,0 days 00:00:23.679000,2.0,HARD,2.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,14.0,0 days 00:01:36.756000,0 days 00:00:30.787000,0 days 00:00:42.232000,0 days 00:00:23.737000,2.0,HARD,3.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,15.0,0 days 00:01:36.813000,0 days 00:00:30.831000,0 days 00:00:42.256000,0 days 00:00:23.726000,2.0,HARD,4.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,16.0,0 days 00:01:36.673000,0 days 00:00:30.606000,0 days 00:00:42.320000,0 days 00:00:23.747000,2.0,HARD,5.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,17.0,0 days 00:01:37.302000,0 days 00:00:31.109000,0 days 00:00:42.332000,0 days 00:00:23.861000,2.0,HARD,6.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,18.0,0 days 00:01:37.438000,0 days 00:00:31.180000,0 days 00:00:42.467000,0 days 00:00:23.791000,2.0,HARD,7.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,19.0,0 days 00:01:36.821000,0 days 00:00:30.986000,0 days 00:00:42.030000,0 days 00:00:23.805000,2.0,HARD,8.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,20.0,0 days 00:01:36.794000,0 days 00:00:30.839000,0 days 00:00:42.103000,0 days 00:00:23.852000,2.0,HARD,9.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,21.0,0 days 00:01:36.977000,0 days 00:00:31.089000,0 days 00:00:42.091000,0 days 00:00:23.797000,2.0,HARD,10.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,22.0,0 days 00:01:36.796000,0 days 00:00:30.994000,0 days 00:00:41.976000,0 days 00:00:23.826000,2.0,HARD,11.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,23.0,0 days 00:01:36.987000,0 days 00:00:31.131000,0 days 00:00:41.941000,0 days 00:00:23.915000,2.0,HARD,12.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,24.0,0 days 00:01:36.924000,0 days 00:00:31.083000,0 days 00:00:41.904000,0 days 00:00:23.937000,2.0,HARD,13.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,25.0,0 days 00:01:36.760000,0 days 00:00:31.059000,0 days 00:00:41.828000,0 days 00:00:23.873000,2.0,HARD,14.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,26.0,0 days 00:01:36.810000,0 days 00:00:30.991000,0 days 00:00:41.901000,0 days 00:00:23.918000,2.0,HARD,15.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,27.0,0 days 00:01:36.831000,0 days 00:00:31.081000,0 days 00:00:41.881000,0 days 00:00:23.869000,2.0,HARD,16.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,28.0,0 days 00:01:36.907000,0 days 00:00:31.019000,0 days 00:00:41.971000,0 days 00:00:23.917000,2.0,HARD,17.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,29.0,0 days 00:01:36.963000,0 days 00:00:30.974000,0 days 00:00:42.065000,0 days 00:00:23.924000,2.0,HARD,18.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,30.0,0 days 00:01:37.158000,0 days 00:00:31.134000,0 days 00:00:42.030000,0 days 00:00:23.994000,2.0,HARD,19.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,31.0,0 days 00:01:37.031000,0 days 00:00:30.999000,0 days 00:00:42.079000,0 days 00:00:23.953000,2.0,HARD,20.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,32.0,0 days 00:01:36.941000,0 days 00:00:31.153000,0 days 00:00:41.922000,0 days 00:00:23.866000,2.0,HARD,21.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,33.0,0 days 00:01:36.741000,0 days 00:00:30.990000,0 days 00:00:41.868000,0 days 00:00:23.883000,2.0,HARD,22.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,34.0,0 days 00:01:39.614000,0 days 00:00:31.219000,0 days 00:00:41.932000,0 days 00:00:26.463000,2.0,HARD,23.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,35.0,0 days 00:01:56.166000,0 days 00:00:51.681000,0 days 00:00:41.260000,0 days 00:00:23.225000,3.0,HARD,1.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,36.0,0 days 00:01:34.090000,0 days 00:00:30.063000,0 days 00:00:40.650000,0 days 00:00:23.377000,3.0,HARD,2.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,37.0,0 days 00:01:34.897000,0 days 00:00:30.611000,0 days 00:00:40.962000,0 days 00:00:23.324000,3.0,HARD,3.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,38.0,0 days 00:01:34.783000,0 days 00:00:30.550000,0 days 00:00:40.953000,0 days 00:00:23.280000,3.0,HARD,4.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,39.0,0 days 00:01:35.087000,0 days 00:00:30.604000,0 days 00:00:41.077000,0 days 00:00:23.406000,3.0,HARD,5.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,40.0,0 days 00:01:34.859000,0 days 00:00:30.507000,0 days 00:00:40.836000,0 days 00:00:23.516000,3.0,HARD,6.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,41.0,0 days 00:01:35.028000,0 days 00:00:30.539000,0 days 00:00:41.033000,0 days 00:00:23.456000,3.0,HARD,7.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,42.0,0 days 00:01:34.982000,0 days 00:00:30.413000,0 days 00:00:41.067000,0 days 00:00:23.502000,3.0,HARD,8.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,43.0,0 days 00:01:35.192000,0 days 00:00:30.286000,0 days 00:00:41.367000,0 days 00:00:23.539000,3.0,HARD,9.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,44.0,0 days 00:01:35.051000,0 days 00:00:30.468000,0 days 00:00:41.124000,0 days 00:00:23.459000,3.0,HARD,10.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,45.0,0 days 00:01:35.220000,0 days 00:00:30.355000,0 days 00:00:41.281000,0 days 00:00:23.584000,3.0,HARD,11.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,46.0,0 days 00:01:35.058000,0 days 00:00:30.238000,0 days 00:00:41.400000,0 days 00:00:23.420000,3.0,HARD,12.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,47.0,0 days 00:01:35.057000,0 days 00:00:30.577000,0 days 00:00:41.115000,0 days 00:00:23.365000,3.0,HARD,13.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,48.0,0 days 00:01:35.308000,0 days 00:00:30.640000,0 days 00:00:41.183000,0 days 00:00:23.485000,3.0,HARD,14.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,49.0,0 days 00:01:35.302000,0 days 00:00:30.689000,0 days 00:00:41.120000,0 days 00:00:23.493000,3.0,HARD,15.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,50.0,0 days 00:01:35.383000,0 days 00:00:30.639000,0 days 00:00:41.285000,0 days 00:00:23.459000,3.0,HARD,16.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,51.0,0 days 00:01:35.418000,0 days 00:00:30.721000,0 days 00:00:41.116000,0 days 00:00:23.581000,3.0,HARD,17.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,52.0,0 days 00:01:35.394000,0 days 00:00:30.693000,0 days 00:00:41.156000,0 days 00:00:23.545000,3.0,HARD,18.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,53.0,0 days 00:01:35.480000,0 days 00:00:30.777000,0 days 00:00:41.227000,0 days 00:00:23.476000,3.0,HARD,19.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,54.0,0 days 00:01:35.265000,0 days 00:00:30.700000,0 days 00:00:41.077000,0 days 00:00:23.488000,3.0,HARD,20.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,55.0,0 days 00:01:35.785000,0 days 00:00:30.857000,0 days 00:00:41.308000,0 days 00:00:23.620000,3.0,HARD,21.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,56.0,0 days 00:01:35.924000,0 days 00:00:30.744000,0 days 00:00:41.565000,0 days 00:00:23.615000,3.0,HARD,22.0,1,Bahrain Grand Prix,R,2024
LEC,Ferrari,57.0,0 days 00:01:36.324000,0 days 00:00:30.856000,0 days 00:00:41.655000,0 days 00:00:23.813000,3.0,HARD,23.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,1.0,,,0 days 00:00:42.099000,0 days 00:00:23.694000,1.0,SOFT,4.0,12,Bahrain Grand Prix,R,2024
RUS,Mercedes,2.0,0 days 00:01:36.635000,0 days 00:00:30.829000,0 days 00:00:42.038000,0 days 00:00:23.768000,1.0,SOFT,5.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,3.0,0 days 00:01:36.406000,0 days 00:00:30.367000,0 days 00:00:42.202000,0 days 00:00:23.837000,1.0,SOFT,6.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,4.0,0 days 00:01:37.738000,0 days 00:00:31.135000,0 days 00:00:42.609000,0 days 00:00:23.994000,1.0,SOFT,7.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,5.0,0 days 00:01:38.116000,0 days 00:00:31.636000,0 days 00:00:42.573000,0 days 00:00:23.907000,1.0,SOFT,8.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,6.0,0 days 00:01:37.784000,0 days 00:00:31.360000,0 days 00:00:42.508000,0 days 00:00:23.916000,1.0,SOFT,9.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,7.0,0 days 00:01:38.082000,0 days 00:00:31.480000,0 days 00:00:42.577000,0 days 00:00:24.025000,1.0,SOFT,10.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,8.0,0 days 00:01:37.862000,0 days 00:00:31.238000,0 days 00:00:42.646000,0 days 00:00:23.978000,1.0,SOFT,11.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,9.0,0 days 00:01:37.730000,0 days 00:00:31.120000,0 days 00:00:42.578000,0 days 00:00:24.032000,1.0,SOFT,12.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,10.0,0 days 00:01:37.782000,0 days 00:00:31.247000,0 days 00:00:42.538000,0 days 00:00:23.997000,1.0,SOFT,13.0,12,Bahrain Grand Prix,R,2024
RUS,Mercedes,11.0,0 days 00:01:40.515000,0 days 00:00:31.392000,0 days 00:00:42.646000,0 days 00:00:26.477000,1.0,SOFT,14.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,12.0,0 days 00:01:58.460000,0 days 00:00:52.570000,0 days 00:00:42.189000,0 days 00:00:23.701000,2.0,HARD,1.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,13.0,0 days 00:01:37.167000,0 days 00:00:30.759000,0 days 00:00:42.479000,0 days 00:00:23.929000,2.0,HARD,2.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,14.0,0 days 00:01:37.571000,0 days 00:00:30.851000,0 days 00:00:42.740000,0 days 00:00:23.980000,2.0,HARD,3.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,15.0,0 days 00:01:36.922000,0 days 00:00:31.038000,0 days 00:00:42.152000,0 days 00:00:23.732000,2.0,HARD,4.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,16.0,0 days 00:01:36.683000,0 days 00:00:31.030000,0 days 00:00:42.084000,0 days 00:00:23.569000,2.0,HARD,5.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,17.0,0 days 00:01:36.234000,0 days 00:00:30.747000,0 days 00:00:41.766000,0 days 00:00:23.721000,2.0,HARD,6.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,18.0,0 days 00:01:37.819000,0 days 00:00:31.462000,0 days 00:00:42.532000,0 days 00:00:23.825000,2.0,HARD,7.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,19.0,0 days 00:01:37.233000,0 days 00:00:31.101000,0 days 00:00:42.267000,0 days 00:00:23.865000,2.0,HARD,8.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,20.0,0 days 00:01:36.732000,0 days 00:00:30.862000,0 days 00:00:42.099000,0 days 00:00:23.771000,2.0,HARD,9.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,21.0,0 days 00:01:36.769000,0 days 00:00:30.870000,0 days 00:00:42.180000,0 days 00:00:23.719000,2.0,HARD,10.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,22.0,0 days 00:01:36.992000,0 days 00:00:30.840000,0 days 00:00:42.313000,0 days 00:00:23.839000,2.0,HARD,11.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,23.0,0 days 00:01:36.954000,0 days 00:00:31.043000,0 days 00:00:42.088000,0 days 00:00:23.823000,2.0,HARD,12.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,24.0,0 days 00:01:36.736000,0 days 00:00:30.867000,0 days 00:00:42.107000,0 days 00:00:23.762000,2.0,HARD,13.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,25.0,0 days 00:01:36.928000,0 days 00:00:30.941000,0 days 00:00:42.199000,0 days 00:00:23.788000,2.0,HARD,14.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,26.0,0 days 00:01:36.801000,0 days 00:00:30.867000,0 days 00:00:42.161000,0 days 00:00:23.773000,2.0,HARD,15.0,1,Bahrain Grand Prix,R,2024
RUS,Mercedes,27.0,0 days 00:01:36.815000,0 days 00:00:30.930000,0 days 00:00:42.115000,0 days 00:00:23.770000,2.0,HARD,16.0,1,Bahrain Grand Prix,R,2024
